GRID_ID,Mean_Biomass,SD_Biomass,Mean_SWF,Mean_SHDI,SD_SHDI,Mean_Elev,Mean_Slope,Mean_Aspect,Mean_Temp,Mean_Rs,Mean_P,Mean_Soil_pote,SD_Rs,SD_P,SD_Temp,SD_Soil_pote,SD_Elev,SD_Aspect,SD_Slope,Mean_Bulk_Dens,SD_Bulk_Dens,Mean_Ca_Exg,SD_Ca_Exg,Mean_Clay,SD_Clay,Mean_Sand,SD_Sand,Mean_Silt,SD_Silt
AT-7,483.85,236.4,6.62,1.3,1.08,299.77,16.61,145.41,18.5,256.23,2.31,40.17,0.82,0.21,0.2,13.73,24.82,109.77,11.08,1.109,0.6055,16.741,15.765,25.781,28.461,21.766,22.173,43.024,34.027
AT-8,523.2,276.51,7.29,1.48,1.25,286.56,14.43,152.54,19.09,263.25,3.24,59.83,1.68,0.07,0.23,11.19,26.16,90,12.52,1.1174,0.6087,15.946,14.705,27.52,29.585,22.695,22.882,40.239,33.173
AT-9,538.39,281.77,6.23,1.48,1.28,287.22,12.79,215.24,19.46,276.07,2.34,60.46,1.04,0.02,0.15,15.83,31.31,128.24,10.6,1.1194,0.6049,15.304,13.812,28.924,29.808,21.309,21.502,39.974,32.937
AU-10,518.74,214.74,1.47,1.18,0.52,319.23,11.88,207.83,19.82,256.12,2.01,44.03,1.02,0.03,0.28,17.1,19.88,78.49,8.81,1.1193,0.6065,15.992,15.284,28.197,28.769,21.486,21.939,40.627,32.961
AU-11,495.48,257.97,5.27,1.29,1.15,273.2,20.52,177.78,0,0,0,32.58,0.54,0.22,0.27,6.01,23.42,110.44,15.89,1.1324,0.6078,15.804,13.948,27.02,29.084,20.868,21.559,42.569,33.654
AU-12,538.62,264.62,2.36,1.36,1.09,310.85,19.86,171.88,18.5,256.22,2.54,51.64,0.58,0.24,0.49,19.32,26.77,132.35,14.5,1.1342,0.6177,15.748,15.148,27.215,29.178,19.702,19.777,43.055,33.643
AU-14,519.23,260.87,3.19,1.37,1.13,313.93,9.01,177.84,18.57,268.25,2.53,73.15,1.92,0.14,0.13,2.95,19.05,65.75,6.71,1.1534,0.6197,15.406,14.426,28.101,29.226,19.006,20.01,43.418,34.117
AU-4,574.23,304.86,0.38,1.01,0.91,435.68,24.41,192.6,0,0,0,44.76,0.48,0.05,0.07,5.37,36.21,102.78,20.48,1.0901,0.6185,15.774,15.323,28.484,29.253,22.617,21.054,38.01,31.29
AU-5,568.25,277.8,1.26,1.39,1.14,403.16,25.31,182.58,18.08,264.57,4.17,30.56,1.03,0.16,0.58,1.61,39.82,78.54,16.79,1.0775,0.6116,14.914,14.082,27.455,28.822,22.231,21.167,39.515,32.027
AU-6,488.23,253.87,3.5,1.31,1.21,319.78,16.11,211.65,18.54,257.58,2,31.85,0.32,0.17,0.17,2.03,21.43,78.41,14.01,1.1166,0.6062,15.388,14.449,27.422,28.787,20.953,21.003,41.557,33.287
AU-7,521.77,272.08,5.38,1.41,1.21,295.38,12.23,251.21,19.34,263.98,3.05,43.03,1.46,0.01,0.13,17.51,20.88,90.87,8.53,1.1224,0.6058,15.323,14.027,27.075,28.775,21.583,21.626,41.366,33.299
AU-8,536.33,277.63,4.67,1.44,1.06,315.92,14.33,236.49,20.83,266.97,3.03,53.42,0.57,0.08,0.13,18.16,32.66,92.6,9.12,1.11,0.6069,15.078,13.843,29.004,29.498,20.556,20.578,40.329,32.963
AU-9,554.48,283.13,1.62,1.31,1.09,309.4,14.29,163.28,19.55,267.86,2,32.95,0.59,0.08,0.28,1.6,19.59,125.59,11.36,1.1138,0.6073,15.811,15.119,30.079,30.087,20.813,21.236,39.071,32.517
AV-10,519.16,247.37,1.22,1.25,0.89,337.91,12.49,208.39,19.04,230.16,3.21,49.41,0.61,0.07,0.17,18.37,18.17,99.8,8.66,1.1122,0.6055,14.884,14.348,27.633,28.374,21.085,21.213,41.145,32.677
AV-11,552.28,298.18,1.27,1.44,1.13,312.74,16.54,213.12,19.61,268.92,3.04,67.75,1.26,0.44,0.58,8.26,25.54,105.15,10.6,1.1283,0.6094,15.456,13.917,26.378,27.695,19.9,19.718,43.491,33.247
AV-12,511.42,264.51,2.91,1.25,1.13,265.32,10.77,182.05,19,259.83,2.68,68.91,0.49,0.27,0.5,3.58,17.07,104.32,7.96,1.1603,0.6166,15.777,13.891,27.23,29.613,20.805,21.334,42.698,33.925
AV-13,530.12,261.66,3.07,1.36,1.2,301.71,19.63,170.33,19.38,237.89,1.74,68.11,1.82,0.35,0.24,4.22,28.02,126.96,13.73,1.1527,0.6178,15.02,13.861,27.888,30.354,20.715,21.409,42.284,33.899
AV-14,578.46,203.63,0.21,1.04,0.92,336.48,15.11,174,18.46,262.24,2.87,66.94,0.76,0.14,0.07,5.66,20.13,95.22,9.9,1.1339,0.6249,14.948,13.886,27.24,29.458,20.987,21.188,42.149,33.519
AV-15,515.74,260.37,0.11,1.23,1.07,303.42,8.45,187.06,19.17,264.02,2.68,64.45,0.87,0.09,0.27,2.36,8.31,108.32,6.64,1.1357,0.6253,15.652,14.904,28.494,29.706,19.119,20.891,43.735,34.537
AV-16,497.07,236.83,0.75,1.22,1,339.86,15.04,191.46,18.69,251,3.26,63.74,0.43,0.16,0.23,2.21,19.72,121.32,11.96,1.1329,0.6164,16.807,16.361,27.86,29.323,18.87,19.627,43.305,34.094
AV-5,901.91,154.83,0.48,0.89,0.73,478.7,27.08,198.89,0,0,0,0,0,0,0,0,25.9,87.27,15.07,1.0944,0.6172,17.277,16.96,28.408,28.858,23.601,21.283,36.708,30.11
AV-6,544.79,293.7,2.7,1.42,1.06,358.7,13.53,165.06,17.59,264.08,1.5,37.88,1.97,0.13,0.09,11.55,27.1,56.39,7.85,1.096,0.607,15.409,15.187,26.619,26.92,22.038,20.951,40.461,32.309
AV-7,520.59,242.76,1.87,1.4,1.13,342.41,16.76,219.62,17.48,257.45,2.46,32.37,2.52,0.02,0.25,4.05,18.02,113.23,11.18,1.1127,0.6061,15.18,14.598,27.456,27.876,21.707,21.092,40.496,32.413
AV-8,529.69,259.9,0.46,1.21,0.99,363.41,11.21,210.43,18.52,264.4,1.7,44.73,1.66,0.1,0.33,14.9,13.18,94.97,7.97,1.12,0.6061,15.499,14.97,28.965,28.579,20.389,20.101,39.816,31.982
AV-9,527.26,256.96,2.06,1.43,1.22,318.62,11.24,193.33,18.64,264.88,2.53,35.27,0.27,0.06,0.12,7.5,15.13,91,9.19,1.1177,0.606,15.426,14.936,29.131,29.379,21.27,21.328,39.431,32.577
AW-10,503.38,218.96,0.73,1.36,1.12,369.29,14.24,218.01,18.98,263.84,2.65,69.75,1.81,0.46,0.36,2.81,23.61,96.34,9.98,1.0944,0.6073,14.604,13.732,27.854,28.741,21.333,20.527,40.246,32.333
AW-11,516.7,231.46,3.51,1.43,1.29,316.63,13.73,176.62,19.05,260.8,2.87,68.14,0.9,0.11,0.2,4.96,27.51,68.49,8.45,1.1574,0.6113,15.963,14.654,27.709,28.685,19.993,20.101,42.03,33.286
AW-12,507.46,256.94,3.34,1.36,1.08,266.69,11.06,195.38,18.81,267.03,2.89,59.1,0.21,0.15,0.49,4.15,14.08,102.35,9.71,1.1741,0.6231,16.123,14.602,27.136,29.939,21.164,22.5,42.846,34.335
AW-13,542.74,287.83,3.41,1.31,1.19,285.11,17.63,164.39,19.09,271.27,3.14,58.3,0.78,0.26,0.26,3.03,18.2,120.8,12.39,1.1725,0.6231,15.498,14.316,27.805,30.396,21.767,22.778,41.692,34.058
AW-14,511.51,267.54,1.77,1.22,1.05,295.42,9.34,174.78,18.54,260.49,2.89,58.82,1.24,0.12,0.28,2.87,9.72,107.01,7.5,1.1792,0.6285,16.678,16.018,28.245,30.118,20.983,22.535,41.888,34.117
AW-15,500.26,251.56,0.86,1.2,0.97,315.76,10.9,190.01,18.44,261.52,2.37,62.73,1.11,0.18,0.35,2.44,17.39,124.62,10.49,1.1693,0.6192,15.969,15.168,27.628,29.126,20.186,21.388,42.641,34.186
AW-6,565.75,287.46,2.51,1.15,1.04,354.5,20.15,203.76,17.41,272.7,2.33,49.18,0,0,0,13.75,24.59,111.11,12.52,1.0998,0.6044,15.59,15.445,27.004,27.341,22.012,21.205,40.56,32.511
AW-7,563.27,292.35,0.87,1.42,1.22,362.03,11.78,197.94,18.1,268.93,2.81,60.89,1.95,0.06,0.19,7.43,13.95,103.69,8.08,1.113,0.605,15.493,14.711,27.916,28.019,22.642,21.496,38.518,31.314
AW-8,559.53,280.94,2.11,1.43,1.18,342.97,16.1,187.01,18.94,276.76,1.66,62.46,1.62,0.07,0.2,1.54,17.83,107.46,12.72,1.098,0.6086,14.81,14.605,28.097,28.643,22.091,21.548,39.371,32.231
AW-9,548.4,226.46,1.11,1.27,1.07,381.85,14.71,214.42,18.8,260.05,1.63,47.63,1.4,0.1,0.2,17.9,22.25,112.9,11.12,1.0613,0.6107,14.61,14.244,28.019,28.932,23.187,22.251,38.254,31.963
AX-10,552.87,268.07,0.81,1.07,0.92,373.89,13.04,156.6,19.5,207.93,2.37,65.3,0.57,0.19,0.09,5.54,19.04,97.26,9.44,1.0998,0.6128,14.64,13.827,26.977,27.847,23.302,21.886,38.841,31.988
AX-11,538.4,153.84,2.54,1.4,1.04,335.97,23.06,199.81,19,265.14,3.4,63.53,1.3,0.22,0.27,4.85,34.11,93.12,16.27,1.0914,0.6124,15.252,15.138,27.6,28.721,20.971,21.003,41.367,33.034
AX-12,551.81,252.67,2.02,1.39,0.99,338.26,15.41,226.2,18.53,277.22,1.57,62.38,1.79,0.19,0.15,6.63,25,85.45,10.84,1.1364,0.6232,15.459,14.896,26.445,28.032,21.318,21.242,42.449,33.541
AX-13,526.25,264.75,2.54,1.32,1.12,293.82,13,187.05,18.7,267.47,2.04,59.1,1.4,0.49,0.24,5.22,18.07,84.93,11.57,1.1726,0.6232,15.509,14.12,26.942,29.547,21.209,21.947,42.702,33.976
AX-14,500.2,256.35,1.58,1.47,1.03,293.72,13.71,194.13,18.24,266.3,1.92,59.56,0.66,0.17,0.14,2.92,17.63,125.5,12.97,1.1646,0.6239,16.631,15.618,28.169,30.133,20.57,21.816,42.068,34.133
AX-15,507.76,263.41,5.24,1.47,1.31,315.58,14.42,196.61,17.99,249.48,2.9,61.44,0.8,0.17,0.25,2.85,26.96,107.78,12.28,1.1563,0.6185,15.465,14.802,28.103,29.599,20.406,21.105,41.835,33.721
AX-16,554.96,300.99,1.51,1.38,1.08,349.58,13.59,200.7,18.23,269.43,2.68,63.03,0.66,0.14,0.24,1.71,25.61,130.96,12.12,1.1545,0.6167,16.28,15.789,28.09,29.562,20.995,21.078,41.024,33.425
AX-7,683.73,348.89,0,0.56,0.53,360.21,5.68,198.81,0,0,0,67.5,0,0,0,0,3.57,91.11,3.39,1.1008,0.6073,16.171,15.407,27.191,27.585,24.871,23.764,37.29,31.33
AX-8,890.76,467.95,0.73,1.32,0.97,357.83,9.24,231.43,17.99,279.2,2.14,64.44,0,0,0,2.17,5.96,98.74,7.52,1.1027,0.6092,15.85,15.183,27.546,28.028,23.507,22.595,38.12,31.698
AX-9,570.75,299.07,1.65,1.17,1.06,381.49,9.51,177.72,19.47,260.23,1.38,70.32,0.07,0.1,0.17,2.73,9.77,123.69,6.42,1.105,0.6052,14.511,13.565,27.708,28.341,25.237,23.353,36.312,30.671
AY-10,544.51,281.05,4.68,1.38,1.23,319.11,17.38,190.32,19.17,266.78,2.23,60.51,1.04,0.13,0.27,3.2,24.13,109.28,12.44,1.1209,0.6082,14.493,13.617,26.516,27.52,22.727,21.828,40.348,32.495
AY-11,557.68,287,4.08,1.13,1,336.09,12.18,157.28,18.73,245.78,2.53,69.16,0.98,0.15,0.33,4.73,14.83,103.69,9.27,1.1299,0.6153,15.546,15.248,27.559,28.746,21.139,21.028,41.18,32.978
AY-12,543.97,205.33,4.02,0.85,0.57,302.49,9.53,155.86,18.62,267.47,2.3,69.99,0.9,0.36,0.2,4.76,17.25,87.4,6.29,1.1521,0.6207,15.301,14.546,27.716,28.867,21.275,21.535,41.463,33.361
AY-13,527.34,258.14,7.91,1.31,0.95,285.99,9.88,189.43,18.81,264.95,2.23,59.93,0.83,0.05,0.07,3.02,10.3,118.26,6.63,1.1637,0.6272,15.529,14.244,28.37,29.622,20.702,21.624,41.269,33.668
AY-14,476.58,246.74,1.98,1.09,0.98,337.27,19.73,151.4,21.81,305.03,1.05,65.88,0.64,0.13,0.32,4.48,45.06,126.12,19.51,1.1335,0.6169,15.24,14.636,28.01,29.654,21.301,21.979,41.259,33.624
AY-15,617.45,175.43,1.75,1.16,1.02,415.48,22.84,200.07,19.47,316.95,0.05,62.35,0.81,0.18,0.17,1.39,46.56,117.89,14.42,1.0792,0.6146,14.658,13.958,27.123,28.515,22.938,21.603,39.112,32.36
AY-9,524.53,264.3,1.07,1.12,0.99,343.94,12.01,137.14,19.36,262.28,1.64,63.55,0.5,0.15,0.13,2.99,21.73,88.5,10.58,1.1164,0.6082,14.59,13.756,26.099,27.256,23.562,21.817,39.431,31.805
AZ-10,503.9,251.88,7.66,1.27,1.12,299.83,7.5,153.95,19.49,256.51,1.31,59.29,1.13,0.14,0.16,2.12,8.35,106.85,6.11,1.1409,0.6098,14.814,13.903,26.748,28.472,24.165,22.924,38.995,32.464
AZ-11,536.53,182.61,1.95,1.12,0.53,330.18,9.12,173.86,19.2,256.75,2.17,67.34,0.21,0.07,0.36,5.36,11.71,110.64,6.26,1.127,0.6065,15.15,14.519,27.522,28.471,22.831,22.245,39.307,32.317
AZ-12,560.12,250.15,3.54,0.95,0.71,293.37,6.65,168.51,18.68,258.14,2.76,70.1,0.93,0.22,0.34,5.09,11.07,84.31,4.29,1.1363,0.6067,15.649,15.034,27.554,28.593,21.549,22.261,41.369,33.403
AZ-13,512.49,263.86,8.42,1.1,0.94,282.21,6.34,195.36,19.31,264.6,1.63,60.11,0.97,0.06,0.09,1.92,4.99,103.4,5.01,1.135,0.6156,15.575,14.501,28.22,29.153,21.443,22.139,40.685,33.383
AZ-14,518.52,248.16,2.39,1.14,1,279.84,5.27,179.12,18.4,260.49,3,62.56,1.03,0.07,0.2,3.31,6.64,116.51,3.57,1.1482,0.6139,15.373,14.631,28.371,29.49,20.961,21.494,40.865,33.512
AZ-15,506.9,270.51,4.3,1.17,1.05,337.26,17.69,151.29,19.03,266.49,1.86,67.33,0.93,0.14,0.15,3.48,41.56,140.51,15.85,1.1324,0.6125,14.826,14.178,27.881,29.092,22.733,21.501,39.017,32.223
AZ-9,571.68,225.81,3.84,1.09,1.03,332.45,15.53,161.69,0,0,0,62.96,0,0,0,2.26,23.63,74.87,11.94,1.0922,0.6103,14.172,13.521,27.001,28.336,23.868,22.002,38.623,32.065
BA-10,564.81,304.43,4.59,1.26,1.04,296.32,7,166.51,19.22,261.95,1.9,60.75,0.93,0.06,0.19,1.94,10.03,119.3,6.25,1.1445,0.6102,14.57,13.784,26.543,27.992,24.178,22.842,39.151,32.391
BA-11,478.07,239.81,2.25,1.39,1.15,298.72,9.07,194.24,19.24,245.2,2.69,62.92,0.2,0.21,0.13,4.73,11.29,93.04,8.53,1.146,0.6115,14.97,14.032,26.713,28.487,23.093,22.533,40.301,32.772
BA-12,520.71,269.52,3.64,1.19,1.02,299.01,12.25,202.62,19.04,246.04,1.53,59.46,0.52,0.1,0.15,2.57,16.34,98.79,10.63,1.1281,0.6108,15.062,13.729,27.359,29.063,22.381,22.328,40.219,33.071
BA-13,522.89,284.11,6.4,1.15,1.06,279.15,7.16,207.55,18.35,260.15,0.86,59.91,0.74,0.05,0.12,2.36,9.41,110.06,6.89,1.1295,0.6132,15.023,14.073,28.137,29.601,22.3,22.574,39.672,33.116
BA-14,472.36,246.65,2.47,1.13,0.88,300.96,8.84,194.23,18.27,268.07,1.98,61.4,0.57,0.14,0.21,3.21,13.67,125.85,8.49,1.1346,0.6117,15.809,15.269,27.992,29.027,21.22,21.619,40.891,33.417
BA-15,505.72,262.93,2.41,1.38,1.19,361.12,20.06,150.39,18.48,276.33,1.13,65.39,1.81,0.14,0.2,3.9,42.07,130.19,19.76,1.1414,0.6142,14.566,13.767,29.17,29.281,21.599,20.407,38.484,31.92
BA-9,696.28,174.71,1.43,0.8,0.61,293.96,4.22,208.03,0,0,0,61.25,0,0,0,1.25,2.88,77.74,2.57,1.1455,0.6088,15.345,14.683,27.023,29.636,25.721,24.407,38.077,32.477
BB-11,518.48,267.79,4.66,1.29,1.06,338.29,15.95,201.7,19.8,246.04,2.24,42.43,0.44,0.21,0.09,11.45,15.7,118.32,12.34,1.1108,0.6068,14.643,13.729,27.17,27.879,24.778,22.408,37.122,31.162
BB-12,582.93,281.6,9.41,1.42,1.22,349.2,21.98,223.21,19.2,254.05,1.73,51.49,1.43,0.13,0.22,12.65,27.55,98.32,16.35,1.1158,0.6085,14.647,13.646,28.21,28.824,24.832,23.083,36.363,30.913
BB-13,535.18,276.26,5.38,1.28,1.08,307.7,16.85,196.31,18.81,255.7,2.02,61.2,2.38,0.09,0.21,3.31,23.45,114.51,16.05,1.1244,0.6103,15.269,14.229,27.279,28.856,23.23,22.734,39.391,32.575
BB-14,539.63,289.57,5.3,1.2,0.98,299.3,12.55,193.74,18.84,278.18,2.83,59.18,1.24,0.2,0.28,3.25,20.79,109.97,11.67,1.1173,0.6124,16.461,16.569,27.778,29.213,22.66,22.787,39.745,33.002
BB-15,543.26,287.83,4.94,1.13,0.97,319.69,12.29,166.63,17.1,273.31,2.08,61.75,0.93,0.07,0.3,3.08,15.84,123.89,9.9,1.1175,0.6191,16.801,16.106,27.135,28.774,22.839,22.098,40.163,32.872
BC-10,583.66,292.36,3.71,0.93,0.84,324.41,6.55,150.94,18.12,245.94,2.77,48.83,0.32,0.01,0.26,11.47,8.13,118.68,3.91,1.1267,0.6022,14.878,14.602,26.153,27.058,26.119,22.504,37.117,30.986
BC-11,523.47,253.46,1.03,0.94,0.84,365.59,16.47,155.27,18.58,253.21,3.53,38.34,1.99,0.12,0.15,5.8,29.63,120.17,12.41,1.0987,0.6127,14.808,13.686,27.713,28.184,24.921,22.457,36.352,30.975
BC-12,509.08,268.01,6.77,1.25,1.04,316.47,14.89,190.05,18.17,275.65,1.59,38.86,0.14,0.1,0.27,7.72,22.96,92.65,12.87,1.1221,0.6067,15.653,14.87,27.678,28.731,23.622,22.501,38.717,32.424
BC-13,530.86,277.9,5.69,1.17,0.96,312.44,12.46,170.15,19.06,255.08,1.28,55.03,1.5,0.12,0.26,7.77,21.48,113.52,12.55,1.1255,0.6104,17.128,16.498,26.537,28.483,25.064,23.896,38.656,32.716
BC-14,484.18,260.11,6.58,1.13,0.94,315.93,12.88,197.1,19.57,269.56,1.8,59.03,0.53,0.03,0.21,3.43,13.84,118.45,11.33,1.1105,0.6146,16.992,16.232,26.957,29.191,24.903,23.681,38.402,32.471
BC-15,519.4,267.74,1.76,1.39,0.96,341.44,12.81,190.96,19.29,251.89,0.88,62.85,0.71,0.15,0.27,3.17,18.14,114.35,10.67,1.1234,0.6209,15.956,15.184,27.664,28.906,24.147,22.697,37.916,31.822
BD-12,483.61,251.42,3.65,1.13,0.97,325.9,11.81,225.54,0,0,0,39.51,0.47,0.12,0.33,7.87,18.88,107.42,10.15,1.1217,0.6042,15.006,14.027,27.815,28.5,25.556,22.849,36.204,31.094
BD-13,525.89,292.01,4.25,1.29,1.11,321.44,13.63,214.22,18.68,276.01,1.73,38.8,0.73,0.02,0.25,5.99,20,94.58,12.13,1.1108,0.6035,16.124,15.685,27.651,28.839,25.125,23.566,37.231,31.882
BD-14,503.09,261.9,1.96,1.11,0.97,326.26,12.1,228.5,18.71,265.42,2.45,44.71,0.84,0.04,0.13,11.28,27.22,121.88,11.49,1.0913,0.6128,16.961,16.936,28.386,29.798,24.602,23.894,37.252,32.662
BD-15,515.34,236.76,2.39,1.33,1.24,370.99,15.8,200.12,17.97,275.18,0.77,66.93,0.68,0.1,0.12,6.27,22.27,103.48,14.44,1.1219,0.6158,15.276,14.555,28.948,29.863,24.64,23.347,35.717,31.03
BD-16,536.38,278.15,2.76,1.43,1.28,345.7,11.87,183.23,19.64,287.48,2.09,69.66,1.14,0.09,0.26,4.6,15.62,97.95,11.77,1.1593,0.6181,15.838,15.688,28.264,29.686,25.12,23.488,36.498,31.382
BE-13,719.89,470.76,2.02,0.99,0.85,323.45,10.1,228.72,18.92,237.25,2.9,61.38,0,0,0,6.6,10.8,110.36,9.39,1.1061,0.6074,17.745,17.916,28.476,29.795,25.11,24.165,36.751,32.747
BE-14,454.14,37.65,0.2,1.02,0.92,386.92,15.05,176.86,0,0,0,65.63,0,0,0,4.97,11.65,117.77,12.75,1.0965,0.6201,14.564,14.216,29.398,30.388,24.289,23.165,35.377,30.646
BE-15,500.3,175.01,0.26,1.27,1.06,368.2,15.25,186.07,0,0,0,68.37,0.69,0.04,0.11,5.35,12.7,102.38,12.28,1.1394,0.618,15.086,14.8,28.091,29.156,24.601,23.041,36.901,31.036
